,Type,SMS
3513,ham,alreadi one guy love
3514,ham,staff placement train amrita colleg
3515,ham,alway chat fact need money rais
3516,ham,job profil seem like bpo
3517,ham,well wa give co said one nighter persev found one veri cheap apologis advanc somewher sleep isnt
3518,ham,think actual talk call hi boss morn went thi place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc
3519,ham,go app class
3520,ham,hang brother hi famili
3521,ham,reach onli tell dont know
3522,ham,hey go quit soon xuhui work till end month
3523,ham,im sorri bout last nite ur fault wa spous wa pmt sumthin u give think u shldxxxx
3524,ham,tri neva mate
3525,ham,yeah pretti much best case scenario
3526,ham,free today haf pick parent tonit
3527,ham,hey babe far spunout spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
3528,ham,send naughti pix
3529,spam,winner guarante caller prize thi final attempt contact claim call ppmpoboxbhambx
3530,spam,xma new year eve ticket sale club dure day till pm thur fri sat night thi week sell fast
3531,ham,tyler get th ha leav long get like hour
3532,ham,prepar pound everi night
3533,ham,actual mobil full msg work onlin need send lt gt sent msg wil explain u later
3534,ham,sorri call later
3535,ham,good even
3536,ham,home pleas call
3537,ham,oic co n si got lunch today dad went dunno whether eat sch wat
3538,ham,mmmmm wa sooooo good wake word thi morn love mmmm fuck love lion devour kiss across sea
3539,ham,pleas inform applic airtel broadband process success instal happen within day
3540,ham,happen dear whi silent tens
3541,ham,get unless guy want come time sooner
3542,ham,cough noth
3543,ham,ü come lt n pass lar
3544,ham,e person e sm survey
3545,ham,lol ok ill tri send warn sprint dead slow prolli get tomorrow
3546,ham,thank meet monday
3547,ham,th gower mate r u man good wale ill b back morrow c u thi wk wa msg random
3548,spam,rock yr chik get filthi film xxx pic yr phone rpli filth saristar ltd e yt p per day stop cancel
3549,ham,singl line big mean miss anyth ur best life nt miss ur best life anyth gud nyt
3550,ham,got like lt gt get later though get whatev feel like
3551,ham,dad want talk apart got late start omw
3552,ham,love
3553,ham,lol u still feel sick
3554,ham,din tell u ju
3555,ham,eye philosophi
3556,spam,next month get upto call ur standard network charg activ call c wirenet stterm pobox uz cost min mobcudb
3557,ham,ok lor town lei
3558,ham,alreadysabarish ask go
3559,ham,da vijay go talk jaya tv
3560,spam,urgent tri contact u today draw show prize guarante call land line claim j po boxcpm
3561,ham,lol know hey someon great inperson flea forum love
3562,spam,text banneduk see cost p textoper gga xxx
3563,ham,still chanc search hard get itlet tri
3564,spam,auction round highest bid next maximum bid bid send bid e g bid good luck
3565,ham,alway celebr ny famili
3566,ham,know taj mahal symbol love lesser known fact mumtaz wa shahjahan th wife hi wife shahjahan kill mumtaz husband marri mumtaz die lt gt th deliveri marri mumtaz sister question aris hell love great hari
3567,ham,okcom home vl nice meet v chat
3568,spam,collect valentin weekend pari inc flight hotel prize guarante text pari wwwrtfsphostingcom
3569,ham,sent de webadr gete salari slip
3570,ham,fine send greet
3571,spam,custom loyalti offer new nokia mobil onli txtauction txt word start get ctxt tc pmtmsg
3572,ham,dint touch
3573,ham,yup leav right back soon
3574,spam,wo nt believ true incred txt repli g learn truli amaz thing blow mind ofwd onli ptxt
3575,ham,yeah sure leav min
3576,ham,ani one teach ship car
3577,ham,sign matur start say big things actual start understand small thing nice evening bslvyl
3578,ham,yeah confirm stay weekend
3579,ham,said ü dun haf passport smth like dat ü juz send email account
3580,ham,multipli number independ count decim point divis push decim place like show
3581,ham,love night wake see thi messag hope smile know great morn
3582,ham,ard lor
3583,ham,right meanwhil project twin comin
3584,ham,sent maga money yesterday oh
3585,spam,hi ibh custom loyalti offer new nokia mobil onli txtauction txt word start get
3586,ham,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnds alwi touch good night amp sweet dream
3587,spam,hot n horni live local text repli hear strt back p per msg netcollex ltdhelpdesk repli stop end
3588,ham,ride equal unev mani peski cyclist around time night
3589,ham,werear free give otherwis nalla adi entey nattil kittum
3590,ham,sent wife text buy tell relax go get thi wkend
3591,ham,escap theatr go watch kavalan minut
3592,ham,much would cost hire hitman
3593,ham,anyth lor
3594,ham,sorri call later
3595,spam,want new nokia colour phone deliv tomorrow free minut ani mobil free text free camcord repli call
3596,ham,huh cant go ur hous empti hand right
3597,ham,good morn princess happi new year
3598,spam,congratul winner august prize draw call prize code
3599,ham,aight head
3600,ham,wat r u busi wif work
3601,ham,know mood today
3602,ham,jay told alreadi
3603,ham,cp caus outag conserv energi
3604,ham,sure wa check wa happen around area
3605,ham,hey morn come ask pa
3606,ham,jordan got vote last nite
3607,ham,mean got epi fine
3608,ham,idea
3609,ham,pl come quick cant bare thi
3610,ham,joy father john john joy father u th hav lt gt iq ti ia question tri answer
3611,ham,call unabl cal let meet bhaskar deep
3612,ham,ill meet librari
3613,ham,k roommat also want dubsack anoth friend may also want plan bring extra tell know sure
3614,ham,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect
3615,ham,ok c ü
3616,ham,enjoy watch play footbal basketbal anyth outdoor
3617,ham,pleas ask macho hi price rang doe want someth new use plu onli interfu blackberri bold lt gt ani bb
3618,ham,sorri sent blank msg yup tri seriou studi
3619,ham,hey check da list da
3620,spam,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
3621,ham,meant apolog text get drug lt gt night
3622,ham,mean februari april get place stay nt hustl back forth dure audit season sinc sister move away harlem
3623,ham,goin workout lor muz lose e fat
3624,ham,damn poor zac doe nt stand chanc
3625,ham,messageno responcewhat happend
3626,ham,want tel u one thing u mistak k thi messag sent
3627,ham,yeah right bring tape measur fri
3628,ham,still chanc search hard get itlet tri
3629,ham,meet u work tel shall work tomorrow
3630,ham,head straight
3631,spam,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box wwx
3632,ham,thank princess sexi
3633,ham,oooh got plenti
3634,ham,hui xin da lib
3635,ham,big differ lt gt versu lt gt everi lt gt hr
3636,ham,make cri stuff happen top everyth els push edg nt underdtand often cri sorri sorri life
3637,ham,babe feel let get itboth tri cheer upnot fit soo muchxxlov u locaxx
3638,ham,know hook mean right
3639,spam,custom servic announc recent tri make deliveri unabl pleas call reschedul ref
3640,ham,wat da model num ur phone
3641,ham,realli skateboard despit fact get thrown wind bandag shit hi arm everi five minut
3642,spam,stop club tone repli stop mix see mytonecomenjoy html term club tone cost gbpweek mfl po box mk wt
3643,ham,hous e sky quit dark liao rain got excus run alreadi rite hee
3644,ham,sorri left phone upstair ok might hectic would bird one fell swoop date
3645,ham,thought nt see
3646,spam,wamma get laid want real doggin locat sent direct mobil join uk largest dog network txt dog nyt eca lp msg
3647,ham,carlo say pick later yeah set
3648,ham,hey babe friend cancel still visit
3649,ham,per request maangalyam alaipayuth ha set callertun caller press copi friend callertun
3650,ham,hmm ill think ok forgiven
3651,ham,hope get away langport still town tonight
3652,ham,want send virtual hug need one
3653,ham,probabl still go stuff
3654,ham,ha issu right ill fix tomorrow
3655,ham,whi come peopl
3656,ham,senthil group compani apnt pm
3657,ham,oh realli make air talent
3658,ham,studi ill free next weekend
3659,ham,r u yet wear blue shirt n black pant
3660,ham,waiti come lt gt min
3661,ham,reach ur home lt gt minut
3662,ham,well great weekend
3663,ham,langport sorri probabl bed pm suck ill xma gosri lanka
3664,ham,frnd juz word mere relationship silent promis say wherevr whenevr forevr gudnyt dear
3665,ham,huh also onli mani mistak
3666,ham,ha u ju ate honey ar sweet
3667,ham,turn phone mom tell everyon cancer sister wo nt stop call hurt talk ca nt put see u u get home love u
3668,ham,honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass go gym
3669,ham,thank love rock
3670,ham,yeah imma come caus jay want drug
3671,ham,ok thanx take care
3672,ham,yup thk u oso bore wat
3673,ham,came look flat seem ok hi away alot wiv work got woman come
3674,ham,moji inform save live thank
3675,spam,nokia thi get win free auction take part send nokia hgsuiteland rowwjhl
3676,ham,thi class
3677,ham,hey r ü still onlin finish format
3678,ham,great attract brotha
3679,spam,promot number ur award citi break could win summer shop spree everi wk txt store skilgm tscswinawk age perwksub
3680,ham,stupidit possibl
3681,ham,cant pick phone right pl send messag
3682,ham,lol happen vega stay vega
3683,ham,hello hello hi lou sorri took long reply left mobil friend lancast got bak neway im sorri make ur b day hun
3684,ham,use soc use onli home ü dunno type word ar
3685,ham,dad say hurri hell
3686,ham,wake lt gt morn
3687,ham,get class bsn like lt gt minut know advis
3688,ham,great shoot big load get readi
3689,ham,meet lobbi
3690,ham,still come tonight
3691,ham,happen dear tell
3692,ham,sir wait call onc free pleas call
3693,ham,ani movi laptop
3694,ham,wa text finish long time ago shower eryth
3695,ham,ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx
3696,ham,hello per request lt gt rs ha transfer
3697,ham,tirupur call da
3698,spam,winner special select receiv cash award speak live oper claim call ampm cost p
3699,ham,luck catch put
3700,ham,noe ü specifi da domain nusstu ü still sch
3701,ham,oh ask fun haha take care ü
3702,ham,shall get pouch
3703,ham,hey loverboy love tell look pictur ach feel leg fuck want need crave
3704,ham,boy sweet word left thi morn sighs goe day love start studi
3705,ham,kent vale lor ü wait ar
3706,ham,ok veri good make money
3707,ham,read gud habit nan bari hudgi yorg pataistha ertini kano
3708,ham,aight still want get money
3709,spam,free top rington sub weekli ringtoneget st week freesend subpoli per weekstop sms
3710,ham,okok okthenwhat ur today plan
3711,ham,town thi v import
3712,ham,sorri pa dont knw ru pa
3713,ham,wat u
3714,ham,meet ü rite go home lor ü dun feel like comin ok
3715,ham,oh get paid outstand one commerci hasbro august made us jump mani hoop get paid still
3716,ham,late call tomorrow morningtak care sweet dream u ummifi bye
3717,ham,network technic support associ
3718,ham,gon na rip uteru
3719,ham,cool like swim pool jacuzzi hous
3720,spam,thank rington order refer number x mobil charg tone arriv pleas call custom servic colourr text colour txtstar
3721,ham,yeah whi gang readi
3722,ham,blank blank wat blank lol
3723,ham,movi collect car oredi
3724,ham,left alreadi orchard
3725,spam,hi night ur lucki night uve invit xchat uk wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
3726,ham,noth splwat abt u whr ru
3727,ham,chikku nt yet ya free
3728,ham,aldrin rakhesh ex rtm herepl callurg
3729,ham,search happi main sourc unhappi accept life way come u find happi everi moment u live
3730,ham,home pleas call
3731,ham,guess could good excus ani lol
3732,ham,nt frnd neces life imagin urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt function thnk abt event esp care miss amp irrit u wrd dearlov frnd wthout u cant live jst takecare goodmorn
3733,ham,gud mrng dear hav nice day
3734,ham,old orchard near univ
3735,ham,taco raja burrito right
3736,ham,get ok
3737,ham,street end librari walk
3738,ham,plz note anyon call mobil co amp ask u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n ha verifi cnn ibn
3739,ham,stop get ice cream go back
3740,ham,stitch hi trouser
3741,ham,da vijay go talk jaya tv
3742,spam,tfp
3743,ham,hey bore think u wat r u
3744,ham,nah wednesday bring mini cheeto bag
3745,ham,nobodi name peni girl name thi stori doe nt add
3746,ham,aight let know gon na around usf
3747,ham,lip sync shangela
